artist;id;name;nb_fans;nb_album
Ding Dong (290890);290890;Ding Dong;26475;137
Teejay (164818);164818;Teejay;19082;269
Romeich (1473545);1473545;Romeich;9;1
Romain Virgo (253982);253982;Romain Virgo;61949;40
Mellow Mood (614826);614826;Mellow Mood;39638;33
Oritse Femi (4936575);4936575;Oritse Femi;762;37
Dmp (321435);321435;Dmp;796;64
Satori (131893);131893;Satori;29846;7
J Capri (4656861);4656861;J Capri;71681;14
Alex Band (347673);347673;Alex Band;9989;6
Baby Bash (5099);5099;Baby Bash;58462;24
Eagle-Eye Cherry (1193);1193;Eagle-Eye Cherry;49886;14
P.O.D (1443214);1443214;P.O.D;439777;21
Scott Stapp (291829);291829;Scott Stapp;16793;8
Corey Glover (76137);76137;Corey Glover;1224;7
Chris Daughtry (7838);7838;Chris Daughtry;14569;0
Asdru Sierra (4443214);4443214;Asdru Sierra;56;2
Salvador Santana (391240);391240;Salvador Santana;1897;11
Felly (180383);180383;Felly;2161;43
Jacoby Shaddix (4403813);4403813;Jacoby Shaddix;1127;2
Steve Winwood (3375);3375;Steve Winwood;31985;12
The Wreckers (1769);1769;The Wreckers;4329;10
Chris Cornell (8547);8547;Chris Cornell;273504;17
Khaled (75354);75354;Khaled;659125;36
Cindy Blackman Santana (5820656);5820656;Cindy Blackman Santana;1132;6
Playing for Change (282205);282205;Playing for Change;111606;24
Citizen Cope (2114);2114;Citizen Cope;20349;19
Carter Beauford (4902405);4902405;Carter Beauford;664;0
Dave Matthews (12202);12202;Dave Matthews;13138;5
The Garifuna Collective (4888221);4888221;The Garifuna Collective;1693;2
Calypso Rose (361476);361476;Calypso Rose;52147;19
Maná (4115);4115;Maná;1563083;48
Michelle Branch (624);624;Michelle Branch;31888;14
Everlast (3490);3490;Everlast;49173;11
Yo-Yo Ma (58960);58960;Yo-Yo Ma;435267;170
India.Arie (5252);5252;India.Arie;63960;24
Van Morrison (2798);2798;Van Morrison;142494;76
Sheila E. (11613);11613;Sheila E.;11534;19
Jamie Hartman (1500944);1500944;Jamie Hartman;408;4
Project Mama Earth (13164981);13164981;Project Mama Earth;111;1
David Sanborn (4094);4094;David Sanborn;25243;36
Dayme (5736279);5736279;Dayme;12;10
Kevas (10557985);10557985;Kevas;2;13
Crime Zcene (52557872);52557872;Crime Zcene;215;12
Lucas Ariel (14210559);14210559;Lucas Ariel;11;9
Edu Monteiro (9737664);9737664;Edu Monteiro;12;8
Owen Norton (5004523);5004523;Owen Norton;550;33
WISEKIDS (116486932);116486932;WISEKIDS;69;10
Bluckther (9104152);9104152;Bluckther;71;38
Dame Dame (103125442);103125442;Dame Dame;224;26
Molow (340284);340284;Molow;795;21
Blinded Hearts (10544935);10544935;Blinded Hearts;188;4
Jean Juan (51264552);51264552;Jean Juan;123;0
Jason OK (10189888);10189888;Jason OK;0;0
Fabian Farell (7844148);7844148;Fabian Farell;933;9
Lulleaux (8228900);8228900;Lulleaux;1487;61
Alex D'Rosso (7695964);7695964;Alex D'Rosso;265;40
HIMATE (120410902);120410902;HIMATE;217;4
Salvatore Mancuso (6072516);6072516;Salvatore Mancuso;141;4
MKJ (554754);554754;MKJ;430;37
Rasster (6914987);6914987;Rasster;664;44
JSTJR (4980524);4980524;JSTJR;1065;26
Good Times Ahead (70503372);70503372;Good Times Ahead;537;19
Mert Can (11944997);11944997;Mert Can;37;38
Zack Martino (11382074);11382074;Zack Martino;221;21
Joel Coopa (135965852);135965852;Joel Coopa;71;12
Braaten & Chrit Leaf (52059302);52059302;Braaten & Chrit Leaf;142;25
J.Philip (151878922);151878922;J.Philip;1;4
Raaban (1324384);1324384;Raaban;2842;41
IZKO (97411892);97411892;IZKO;163;18
Robin Valo (7931666);7931666;Robin Valo;33;3
BrĒzy (10605127);10605127;BrĒzy;12;19
Maia Wright (12348506);12348506;Maia Wright;192;4
Xillions (11478352);11478352;Xillions;1091;1
Stray Kids (13923487);13923487;Stray Kids;754418;45
Zack Hall (7593822);7593822;Zack Hall;20;8
Moa Lisa (58390332);58390332;Moa Lisa;20;0
Esmé (6414208);6414208;Esmé;594;6
Craig Connelly (1428225);1428225;Craig Connelly;5825;91
Dimix (5356636);5356636;Dimix;637;88
Jeanway (11442046);11442046;Jeanway;57;35
HYPHN (129923742);129923742;HYPHN;3;7
Joffrey Lorquet (9151830);9151830;Joffrey Lorquet;28;16
Riley James (7638438);7638438;Riley James;7;31
Roy Orion (12797399);12797399;Roy Orion;17;25
Robot Koch (469790);469790;Robot Koch;6151;30
Benny J (52913272);52913272;Benny J;3;5
BIGMOO and Benny J (54128562);54128562;BIGMOO and Benny J;4;1
Zee Will (7147495);7147495;Zee Will;21;23
Attek (7866290);7866290;Attek;580;18
Choco (1019200);1019200;Choco;1278;89
Julian Jordan X CHOCO (11555907);11555907;Julian Jordan X CHOCO;0;0
Stino (4344892);4344892;Stino;282;61
Julian Jordan X Sj (11821651);11821651;Julian Jordan X Sj;0;0
SJ (345341);345341;SJ;16124;191
Tymen (7703930);7703930;Tymen;59;6
Julian Jordan x TYMEN (13521981);13521981;Julian Jordan x TYMEN;2;0
 (7102783);7102783;;0;0
 (80226472);80226472;;0;0
Alpharock (4022916);4022916;Alpharock;5459;20
Julian Jordan and Alpharock (14330351);14330351;Julian Jordan and Alpharock;4;0
Daijo (11969061);11969061;Daijo;190;13
Julian Jordan & Steff Da Campo (13176687);13176687;Julian Jordan & Steff Da Campo;1;0
Maybon (10664393);10664393;Maybon;82;7
Lari Luke (70993782);70993782;Lari Luke;480;9
Syn Cole (4344078);4344078;Syn Cole;42092;67
JJD (1381019);1381019;JJD;3705;59
Sam Garbett (5928471);5928471;Sam Garbett;23;2
Shy Martin (9420538);9420538;Shy Martin;23028;4
Shanahan (4742837);4742837;Shanahan;849;41
CRVN (119985472);119985472;CRVN;22;23
Tim Beeren (58357462);58357462;Tim Beeren;93;8
Diviners (9028130);9028130;Diviners;2306;35
Pablo The Kid (15022139);15022139;Pablo The Kid;0;5
GeeBeatz (52476702);52476702;GeeBeatz;0;2
Brielle Von Hugel (7080627);7080627;Brielle Von Hugel;641;34
VCATION (46174142);46174142;VCATION;447;8
Claudy (1905121);1905121;Claudy;20;35
Dastic (8095669);8095669;Dastic;2469;43
Zave (821276);821276;Zave;78;35
Kings (316340);316340;Kings;1931;93
ELS (1169968);1169968;ELS;13;32
Robby East (1458223);1458223;Robby East;1008;32
Conor Ross (11051662);11051662;Conor Ross;657;25
RebMoe (6953085);6953085;RebMoe;322;13
Yukio (1383911);1383911;Yukio;16;32
Mammout (47638432);47638432;Mammout;6;4
NuEyes (126414512);126414512;NuEyes;7;3
Tobi Axsl (126414522);126414522;Tobi Axsl;1;1
Chandler Blasé (51118942);51118942;Chandler Blasé;13;2
Sagan (8208672);8208672;Sagan;889;79
Zoopreme (14084803);14084803;Zoopreme;7;15
Sam Tinnesz (4644285);4644285;Sam Tinnesz;29564;58
HUTS (72068);72068;HUTS;2408;47
OVSKY (87954712);87954712;OVSKY;78;29
Corduroy Egg (143412342);143412342;Corduroy Egg;1;8
AZTX (15272659);15272659;AZTX;5;12
Krost (13253857);13253857;Krost;2;20
Nile Lee (13979757);13979757;Nile Lee;1;2
Dirty P (1528252);1528252;Dirty P;2;30
Tonyz (11649147);11649147;Tonyz;359;32
Grafezzy (13544765);13544765;Grafezzy;0;15
Taska Black (9017572);9017572;Taska Black;2688;35
Öresus (51326252);51326252;Öresus;30;36
Depart (4066101);4066101;Depart;201;24
Bizzy Montana (1419369);1419369;Bizzy Montana;11096;22
Donni (6333278);6333278;Donni;24;23
DOP & DONNI (10875248);10875248;DOP & DONNI;9;1
Roc Meiniac (126097792);126097792;Roc Meiniac;2;113
Truse Tarzan (10701423);10701423;Truse Tarzan;54;69
Wareika (167874);167874;Wareika;1495;21
Wareika, dOP (1633840);1633840;Wareika, dOP;2;0
Alina Pash (14570229);14570229;Alina Pash;2377;24
Preussisch Gangstar (278241);278241;Preussisch Gangstar;74;5
Sasa (1567831);1567831;Sasa;517;89
Kaos (11319);11319;Kaos;11172;218
Masomenos (147555);147555;Masomenos;5684;86
Seuil (163121);163121;Seuil;2149;18
Nini Nutsubidze (66826912);66826912;Nini Nutsubidze;6;2
TamAda (64352652);64352652;TamAda;93;20
Florian Frings (4680128);4680128;Florian Frings;261;14
Janet Gardner (4613224);4613224;Janet Gardner;179;5
Dan Diamond (62200);62200;Dan Diamond;25;73
Lias Saoudi (8143620);8143620;Lias Saoudi;1;3
Flying Mojito Bros (54674612);54674612;Flying Mojito Bros;22;10
Man & The Echo (7182934);7182934;Man & The Echo;194;14
Andy Jenkins (8774144);8774144;Andy Jenkins;59;12
Terri Walker (8591);8591;Terri Walker;406;18
Ray Mang (14969);14969;Ray Mang;697;8
Billy May and His Orchestra (1231769);1231769;Billy May and His Orchestra;122;66
Johnny Mercer (81743);81743;Johnny Mercer;797;95
Frankie Avalon (166631);166631;Frankie Avalon;7860;454
Righteous Brothers (74282);74282;Righteous Brothers;1178;4
Cliff Richard (2416);2416;Cliff Richard;62170;119
Paul Anka (2153);2153;Paul Anka;63678;84
Connie Francis (1507);1507;Connie Francis;35530;58
Neil Sedaka and Bobby Darin featuring Cliff Richards, Righteous Brothers, Paul Anka, Frankie Avalon and Connie Francis (9866734);9866734;Neil Sedaka and Bobby Darin featuring Cliff Richards, Righteous Brothers, Paul Anka, Frankie Avalon and Connie Francis;113;0
Neil Sedaka (69696);69696;Neil Sedaka;28828;434
Eddie Hodges (319782);319782;Eddie Hodges;267;22
Gene Pitney (2339);2339;Gene Pitney;9012;258
Roy Orbison (1892);1892;Roy Orbison;363361;36
Jerry Keller (196186);196186;Jerry Keller;1651;26
Danny Williams (190699);190699;Danny Williams;2447;64
Dick Haymes (83305);83305;Dick Haymes;2878;223
Vic Damone (61703);61703;Vic Damone;3896;382
Rosemary Clooney (9851);9851;Rosemary Clooney;22660;47
Matt Monro (8407);8407;Matt Monro;7474;32
Perry Como (6180);6180;Perry Como;24564;55
Dinah Washington (6009);6009;Dinah Washington;223317;62
Cab Calloway (2591);2591;Cab Calloway;16116;6
Glenn Miller (1831);1831;Glenn Miller;100383;45
Peggy Lee (1134);1134;Peggy Lee;223695;50
Louis Prima (1121);1121;Louis Prima;199509;24
Etta James (620);620;Etta James;1029996;47
Joey Dee (1504847);1504847;Joey Dee;2810;23
The Starliters (347157);347157;The Starliters;4360;15
The Juniors (319412);319412;The Juniors;1400;18
Helen Shapiro (166638);166638;Helen Shapiro;6561;190
Danny (90143);90143;Danny;4420;431
Don Gibson (76385);76385;Don Gibson;13369;266
Jimmy Rogers (74186);74186;Jimmy Rogers;51651;25
Chuck Berry (2833);2833;Chuck Berry;607810;31
The Everly Brothers (1883);1883;The Everly Brothers;67839;29
The Coasters (1441);1441;The Coasters;22152;347
Tremz (10032776);10032776;Tremz;1048;25
Emiway Bantai (50929372);50929372;Emiway Bantai;1536;104
Emiway Bantai, Macklemore (94764742);94764742;Emiway Bantai, Macklemore;49;1
Abir (1309822);1309822;Abir;566;31
Otieno Terry (11727549);11727549;Otieno Terry;12;9
King Draino (7111865);7111865;King Draino;7;24
the Teaching (981373);981373;the Teaching;11;1
Saint Claire (6411134);6411134;Saint Claire;98;20
Evan Roman (5212466);5212466;Evan Roman;51;2
Eighty4 Fly (4485032);4485032;Eighty4 Fly;143;2
Ab-Soul (1155002);1155002;Ab-Soul;59068;13
Xperience (666296);666296;Xperience;306;36
Ben Bridwell (7576868);7576868;Ben Bridwell;124;1
Reignwolf (5399324);5399324;Reignwolf;7507;7
Mike Slap (9835298);9835298;Mike Slap;31;10
Buffalo Madonna (5421003);5421003;Buffalo Madonna;11;0
Allen Stone (486308);486308;Allen Stone;11038;27
Travis Thompson (11715609);11715609;Travis Thompson;5548;14
Dave B (4248001);4248001;Dave B;431;7
Dan Caplen (11106632);11106632;Dan Caplen;900;26
Donna Missal (8444976);8444976;Donna Missal;1858;27
Ariana DeBoo (6195870);6195870;Ariana DeBoo;76;4
Why Don't We (11144828);11144828;Why Don't We;167236;73
Eric Nally (4476309);4476309;Eric Nally;499;6
Kool Moe Dee (71885);71885;Kool Moe Dee;7148;18
Grandmaster Caz (371145);371145;Grandmaster Caz;808;5
Melle Mel (398398);398398;Melle Mel;1967;3
Hollis (4490485);4490485;Hollis;281;13
Windser (100965752);100965752;Windser;90;7
Tones and I (59070642);59070642;Tones and I;497555;22
Mary Lambert (1117945);1117945;Mary Lambert;7670;25
Wänz (4688030);4688030;Wänz;907;23
Ryan Lewis (75247);75247;Ryan Lewis;77799;5
Macklemore & Ryan Lewis (893222);893222;Macklemore & Ryan Lewis;1136105;6
nothing,nowhere. (10138676);10138676;nothing,nowhere.;14775;38
Courtney Love (6912);6912;Courtney Love;44142;7
Rm (83448);83448;Rm;24195;1
Foxes (411803);411803;Foxes;607029;42
Nelson Mandela (1032471);1032471;Nelson Mandela;177;5
Pavel Sporcl (108396);108396;Pavel Sporcl;476;22
Tom Petty (5229);5229;Tom Petty;79948;16
Johnny Cash (12483748);12483748;Johnny Cash;372;2
Carl Perkins (8991);8991;Carl Perkins;17704;10
Leone Magiera (4434037);4434037;Leone Magiera;6360;12
Secret Machines (5988);5988;Secret Machines;1001;20
Clannad (3643);3643;Clannad;15516;57
Frank Sinatra (617);617;Frank Sinatra;2071707;91
Maurice Seezer (4566141);4566141;Maurice Seezer;38;1
Gavin Friday (8527);8527;Gavin Friday;1590;2
Jah Wobble's Invaders Of The Heart (133124);133124;Jah Wobble's Invaders Of The Heart;505;4
Luther Creek (4504059);4504059;Luther Creek;1;0
Dwayne Clark (4504058);4504058;Dwayne Clark;0;4
Jeb Brown (4504057);4504057;Jeb Brown;5;0
Holger Czukay (9234);9234;Holger Czukay;1989;12
Jah Wobble (65714);65714;Jah Wobble;2776;79
Johnny Cash (405);405;Johnny Cash;1531381;118
Nenad Bach (104480);104480;Nenad Bach;533;5
Meat Loaf (317);317;Meat Loaf;117953;40
Michael Bolton (1458);1458;Michael Bolton;254561;42
Simon Le Bon (1283319);1283319;Simon Le Bon;4050;2
Dolores O'Riordan (12872);12872;Dolores O'Riordan;23454;5
Michael Kamen (2889);2889;Michael Kamen;10534;10
Brian Eno (2042);2042;Brian Eno;51105;64
Not Who I Am (146839702);146839702;Not Who I Am;7;5
Winnetka Bowling League (49620112);49620112;Winnetka Bowling League;279;30
Lennon Stella (4438241);4438241;Lennon Stella;32177;28
Sam Hunt (4575675);4575675;Sam Hunt;220255;25
Neon Hitch (417064);417064;Neon Hitch;18756;43
Sophie and the Bom Boms (6638172);6638172;Sophie and the Bom Boms;288;8
Streex (10972530);10972530;Streex;788;23
Flatdisk (4547040);4547040;Flatdisk;1735;26
Carah Faye (4559987);4559987;Carah Faye;638;9
Breathe Carolina & Husman feat. Carah Faye (10561973);10561973;Breathe Carolina & Husman feat. Carah Faye;149;0
HALIENE (7550538);7550538;HALIENE;3517;83
Jordan Jay (5205598);5205598;Jordan Jay;1721;11
Reez (345971);345971;Reez;2212;58
Ryos (5483035);5483035;Ryos;2317;36
Breathe Carolina & APEK (9468564);9468564;Breathe Carolina & APEK;16;0
Outwild (103021592);103021592;Outwild;53;36
Rama Duke (5497112);5497112;Rama Duke;54;16
Swede Dreams (4686214);4686214;Swede Dreams;2123;19
Raven & Kreyn (10286400);10286400;Raven & Kreyn;2575;69
Apek (5841039);5841039;Apek;2087;34
Smash Mouth (1179);1179;Smash Mouth;68750;19
Marmy (53828122);53828122;Marmy;751;30
Jash (540411);540411;Jash;182;45
Micar (7018359);7018359;Micar;2924;12
Handed (11433084);11433084;Handed;6;7
Justin OH (1054426);1054426;Justin OH;1932;28
DubVision and Justin Oh (11326284);11326284;DubVision and Justin Oh;5;0
Michael Brun (804486);804486;Michael Brun;6976;58
Denny White (508409);508409;Denny White;439;18
Feenixpawl (1492884);1492884;Feenixpawl;8346;65
DubVision & Feenixpawl (6926413);6926413;DubVision & Feenixpawl;13;0
Vigel (1632386);1632386;Vigel;720;52
Emeni (7931686);7931686;Emeni;225;0
ANML KNGDM (107489582);107489582;ANML KNGDM;30;8
The Subculture (85829612);85829612;The Subculture;38;7
Claire Rosinkranz (76160782);76160782;Claire Rosinkranz;6606;17
Tiffany Blom (14382831);14382831;Tiffany Blom;2;0
Juliette Claire (5518652);5518652;Juliette Claire;72;21
Zophia (97751542);97751542;Zophia;3;4
Therese (10279);10279;Therese;481;22
JGUAR (55298532);55298532;JGUAR;26;2
Tom & Jame (4050377);4050377;Tom & Jame;1345;49
Lasso The Sun (85869372);85869372;Lasso The Sun;11;15
Mike Cervello (5302151);5302151;Mike Cervello;3202;36
Rich Edwards (7165504);7165504;Rich Edwards;691;23
Navarra (1300188);1300188;Navarra;597;23
Shaylen (9985698);9985698;Shaylen;134;21
smbdy (1003390);1003390;smbdy;10;12
STRNGRS (5313314);5313314;STRNGRS;219;3
Aidan O'Brien (6844841);6844841;Aidan O'Brien;25;1
Money For Nothing (439529);439529;Money For Nothing;54;6
Victoria La Mala (9813008);9813008;Victoria La Mala;132;26
Shy Baboon (140203002);140203002;Shy Baboon;17;2
DJ Bay Bay (5318836);5318836;DJ Bay Bay;18;0
White Sun (7860502);7860502;White Sun;767;53
j.cole (810482);810482;j.cole;78194;0
Niack (5316126);5316126;Niack;293725;56
Gerex (13957419);13957419;Gerex;3163;14
Alonzo (259729);259729;Alonzo;1394999;64
Joeysuki (873828);873828;Joeysuki;4153;35
Ambush (517676);517676;Ambush;1515;44
Firebeatz X Apster feat. Ambush (13262811);13262811;Firebeatz X Apster feat. Ambush;1;0
Aidan O’Brien (14081735);14081735;Aidan O’Brien;0;0
Peppermint (428101);428101;Peppermint;357;92
Aster (1662715);1662715;Aster;162;113
Vertel (9166500);9166500;Vertel;28;10
Ladyhawke (75222);75222;Ladyhawke;25874;27
Pexem (13480649);13480649;Pexem;7;5
Fafaq (1677960);1677960;Fafaq;4944;16
Sushy (247845);247845;Sushy;929;12
Stefy De Cicco (379557);379557;Stefy De Cicco;1855;34
Ruby Prophet (5030555);5030555;Ruby Prophet;243;15
Yozo (9280406);9280406;Yozo;235;21
S.E.N. (5630321);5630321;S.E.N.;1;0
Arengers (85198972);85198972;Arengers;5;5
Schella (4407656);4407656;Schella;1690;12
Ra (83960412);83960412;Ra;16;120
Bleu Clair (6954325);6954325;Bleu Clair;778;47
Drove (117029312);117029312;Drove;283;18
Dan Soleil (92507082);92507082;Dan Soleil;31;13
Clér Letiv (163889027);163889027;Clér Letiv;10;4
LB (9857);9857;LB;717;230
King Tom (71132692);71132692;King Tom;0;0
Dlt (1226327);1226327;Dlt;154;13
M.X (15054395);15054395;M.X;3;8
RBN (562612);562612;RBN;30;58
Secri Enchanté (159410162);159410162;Secri Enchanté;0;0
Fred Pellichero (278724);278724;Fred Pellichero;1275;61
Meyaeni (6140000);6140000;Meyaeni;9;0
Tom Helsen (249437);249437;Tom Helsen;1165;39
D.O.D. (282710);282710;D.O.D.;31;8
Koch (4322293);4322293;Koch;1;17
Mariana Bell (1121772);1121772;Mariana Bell;54;7
Mako (86160622);86160622;Mako;131;114
Nils Hoffmann (1021275);1021275;Nils Hoffmann;6570;32
Lucy Taylor (4659720);4659720;Lucy Taylor;4;11
ONR (12984527);12984527;ONR;81;25
Belle Humble (4461363);4461363;Belle Humble;946;6
Hi-Lo (277102);277102;Hi-Lo;11083;36
Laura Van Dam (357933);357933;Laura Van Dam;368;15
Purple Haze (13252);13252;Purple Haze;1450;52
Mayaeni (520638);520638;Mayaeni;875;15
Chacel (109333672);109333672;Chacel;15;10
Macon (4615321);4615321;Macon;51;4
Harris & Ford (1353172);1353172;Harris & Ford;30006;74
Chocolate Puma (3730);3730;Chocolate Puma;29177;89
Carol Lee (279827);279827;Carol Lee;334;15
Blondfire (1283745);1283745;Blondfire;7427;20
Scott the Pisces (104279052);104279052;Scott the Pisces;4;4
Alure (62606522);62606522;Alure;5;6
Adam Pearce (555847);555847;Adam Pearce;95;31
Egzod (9819354);9819354;Egzod;5903;59
JPB (4115490);4115490;JPB;5413;77
Drevm (8443852);8443852;Drevm;156;46
Zextone (11541547);11541547;Zextone;10;26
Diego Fragoso (13666991);13666991;Diego Fragoso;73;14
Gianni Petrarca (14974729);14974729;Gianni Petrarca;36;21
David Allen (1298149);1298149;David Allen;95;27
Achilles (81474);81474;Achilles;114;96
VLLN (83877282);83877282;VLLN;6;27
Sol Novaro (116351192);116351192;Sol Novaro;2;10
DJ Pelos (4735503);4735503;DJ Pelos;4051;22
Jerry Davila (10914434);10914434;Jerry Davila;798;31
Moodygee (110833022);110833022;Moodygee;828;70
OPV (10298296);10298296;OPV;2;1
JERAN (98110242);98110242;JERAN;6;6
VY•DA (12501292);12501292;VY•DA;35;19
GSPR (11907521);11907521;GSPR;86;19
Buzz Low (15037033);15037033;Buzz Low;110;22
Robbie Mendez (4809307);4809307;Robbie Mendez;173;25
BlackCode (377288);377288;BlackCode;568;50
Ryan Carcano (149247662);149247662;Ryan Carcano;0;3
Yuna (113337372);113337372;Yuna;1;5
Tyler Ward (1003280);1003280;Tyler Ward;87452;172
Monroe (78588);78588;Monroe;946;114
Chester Young (13684061);13684061;Chester Young;562;70
Fredrik (264104);264104;Fredrik;478;18
Lindequist (9000320);9000320;Lindequist;137;18
Kosling (14490597);14490597;Kosling;481;20
Jeffrey Sutorius (4408183);4408183;Jeffrey Sutorius;392;37
Jarod Glawe (12656879);12656879;Jarod Glawe;9;21
Michael Feel & Aleco (13394389);13394389;Michael Feel & Aleco;17;16
 (14803599);14803599;;0;0
Æj (78196462);78196462;Æj;3;15
Foínix (121717032);121717032;Foínix;1;8
Eva Vinjor (80348052);80348052;Eva Vinjor;2;4
Chemical Neon (12655687);12655687;Chemical Neon;38;22
Small ToK (87250092);87250092;Small ToK;10;18
Choujaa (13942213);13942213;Choujaa;97;61
Cuish (89377822);89377822;Cuish;4;24
Teo Mandrelli (7804974);7804974;Teo Mandrelli;238;50
Blinders and Tom Tyger (9604420);9604420;Blinders and Tom Tyger;0;0
Cardiknox (4602775);4602775;Cardiknox;398;15
Max C (2182751);2182751;Max C;321;27
Tom Tyger (2934251);2934251;Tom Tyger;1143;20
Bream (551500);551500;Bream;578;33
TV Noise (3281651);3281651;TV Noise;12642;46
Money Mark (6206);6206;Money Mark;1173;27
Elise Trouw (10475379);10475379;Elise Trouw;8193;17
Foxing (5294225);5294225;Foxing;2299;19
Dan Mayo (7663498);7663498;Dan Mayo;2730;17
Joseph Trapanese (4324967);4324967;Joseph Trapanese;2891;34
renforshort (87166332);87166332;renforshort;1161;14
Alec Puro (1406191);1406191;Alec Puro;386;10
Joe Hahn (5863386);5863386;Joe Hahn;2776;1
Dave Farrell (4485583);4485583;Dave Farrell;764;1
Chester Bennington (1490547);1490547;Chester Bennington;55398;2
Chino Moreno (4643679);4643679;Chino Moreno;3624;2
UPSAHL (11669905);11669905;UPSAHL;19664;29
Hanne Mjøen (10873748);10873748;Hanne Mjøen;597;27
Chill Mafia (99856092);99856092;Chill Mafia;9;0
Sway Clarke II (5152198);5152198;Sway Clarke II;279;0
Martin Gallop (241890);241890;Martin Gallop;181;1
Tommy Reilly (288304);288304;Tommy Reilly;624;28
Will Matta (66554632);66554632;Will Matta;1;3
Sarah Connor (128);128;Sarah Connor;364478;44
 (10037554);10037554;;0;0
 (1101289);1101289;;0;0
Jordan Powers (4641248);4641248;Jordan Powers;42;5
SAM GRAY (389508);389508;SAM GRAY;1745;15
Lowell (510778);510778;Lowell;1015;31
Alexander Tidebrink (9248208);9248208;Alexander Tidebrink;567;8
Lahos (11719801);11719801;Lahos;100;24
Fools Garden (145616);145616;Fools Garden;23924;35
Ansol (1479928);1479928;Ansol;370;6
sax le rat (105040912);105040912;sax le rat;0;0
Ryder (1098426);1098426;Ryder;2171;127
HAILZ (11657669);11657669;HAILZ;2;3
Ryder (85544822);85544822;Ryder;8;25
Envy Monroe (8399166);8399166;Envy Monroe;9;3
Radboud (5356359);5356359;Radboud;158;0
Le Prince (1596295);1596295;Le Prince;52;22
Dyro feat. Le Prince (9893916);9893916;Dyro feat. Le Prince;8;0
Rene Kuppens (1387183);1387183;Rene Kuppens;7;12
Dyro X Dope D.O.D. (9893918);9893918;Dyro X Dope D.O.D.;5;0
DOPE D.O.D. (2068091);2068091;DOPE D.O.D.;55401;46
Dyro X Loopers (7629452);7629452;Dyro X Loopers;7;0
Dynamite MC (393176);393176;Dynamite MC;1888;24
Babet (14037);14037;Babet;7487;8
Nigel Hey (53684062);53684062;Nigel Hey;1;0
Dyro X Goja (11583547);11583547;Dyro X Goja;6;0
Heather Dawn Bright (4667718);4667718;Heather Dawn Bright;0;0
Julian Calor (5067910);5067910;Julian Calor;11229;67
Alex Hobson (11393648);11393648;Alex Hobson;189;27
Kier (523984);523984;Kier;47;26
Jubei (398778);398778;Jubei;1827;32
Shannon B (1607205);1607205;Shannon B;3;24
Warbz (14177499);14177499;Warbz;68;14
Leanne Louise (1549265);1549265;Leanne Louise;72;24
Chris Nichols (4720455);4720455;Chris Nichols;2;7
Bad Boy Chiller Crew (80414772);80414772;Bad Boy Chiller Crew;9128;31
Yungen (1061811);1061811;Yungen;29302;29
Nohost (14488007);14488007;Nohost;2;8
Friction (12395);12395;Friction;14311;85
Mali-Koa (12000850);12000850;Mali-Koa;855;14
DROELOE (10028328);10028328;DROELOE;9189;46
Robotaki (4590049);4590049;Robotaki;1541;29
Emily Burns (5038055);5038055;Emily Burns;3910;21
Petit Biscuit (7912872);7912872;Petit Biscuit;453161;36
Sainte (5013799);5013799;Sainte;5809;15
Silento (7213974);7213974;Silento;67214;30
Bloodline (96909);96909;Bloodline;1519;52
Maggie Lindemann (8814864);8814864;Maggie Lindemann;37454;26
OMI (1396006);1396006;OMI;259098;30
KURUPT FM (10903214);10903214;KURUPT FM;1192;8
Know?Uestion & Stix (7932648);7932648;Know?Uestion & Stix;1;0
Carmen Reece (1418564);1418564;Carmen Reece;166;5
Isong (13931157);13931157;Isong;363;24
Nippa (1037034);1037034;Nippa;62;7
Duvall (81547);81547;Duvall;50;23
Bastille (1352097);1352097;Bastille;2123084;72
Redfoo (550346);550346;Redfoo;617537;22
NCT DREAM (11999322);11999322;NCT DREAM;327264;19
Infernal (1078);1078;Infernal;6061;63
Curlingklubben (161334372);161334372;Curlingklubben;3;2
Ian Dawn (5021166);5021166;Ian Dawn;0;3
Wafande (1275979);1275979;Wafande;12153;27
Jon (244656);244656;Jon;1306;179
DJ Jose (11328);11328;DJ Jose;785;26
Outlandish (715);715;Outlandish;34919;31
TOBSIK (121290402);121290402;TOBSIK;5;10
Spyker (378402);378402;Spyker;107;11
Bjørnskov (4644585);4644585;Bjørnskov;2022;15
Safri Duo (1080);1080;Safri Duo;18317;16
Michael Rune (1533944);1533944;Michael Rune;202;4
DNCE (8898108);8898108;DNCE;348489;11
Watt (90650132);90650132;Watt;12;13
Grey (86338342);86338342;Grey;17430;18
Belly Squad (11445908);11445908;Belly Squad;1250;15
Tiggs Da Author (7959958);7959958;Tiggs Da Author;5713;22
Blonde (177707);177707;Blonde;37420;17
Sigala & Blonde (10628407);10628407;Sigala & Blonde;17;0
Liam Bailey (432381);432381;Liam Bailey;4384;28
Juliette Lewis (1313);1313;Juliette Lewis;19742;4
Professor Green (72450);72450;Professor Green;297679;31
Buyiswa (7201010);7201010;Buyiswa;1;0
Dutty Moonshine Big Band (13485665);13485665;Dutty Moonshine Big Band;140;7
Vent (62724);62724;Vent;336;49
FLEUR (72390282);72390282;FLEUR;13;7
Rizzle Kicks (1272468);1272468;Rizzle Kicks;159326;18
High Contract (12151574);12151574;High Contract;14;0
Koko (84320362);84320362;Koko;8;95
Ayah Marar (300221);300221;Ayah Marar;4124;15
MC Jakes (417294);417294;MC Jakes;6;13
